Ranking;Nombre;Ventas;CNAE_Original;SECTOR_NOMBRE;NIF;ventas_estimado;patentes;confianza;criterio;ano_constitucion;poblacion;numero_empleados;web_oficial;actividad_resumen;tamano_ing;complejidad_txt;cto_actual;propiedad_accionistas;private_equity_firmas;financiacion_publica_detalle;usa_inteligencia_artificial;plataforma_cloud;solvencia_txt;puntos_solv;perfil_txt;veredicto_final;conclusion_sueldo_80k;justificacion_viabilidad;score_viabilidad;provincia
223;EKIDE SL;grande;2599;Fabricación de otros productos metálicos n.c.o.p.;B20330429;50000000;1;1.0;Exacto (Normalizado);1990;Arrasate/Mondragón;162 (einforma/Empresite 2024);www.ekide.es;Ingeniería y fabricación, útiles de control y soluciones de visión artificial y robótica.;~25-35 técnicos;Hardware y software para la industria, con un fuerte componente en visión artificial, robótica y automatización.;No identificado públicamente;Sin datos;Ninguno;CDTI, PERTE VEC;SÍ, EKIDE ofrece soluciones globales en el campo de la visión artificial, desarrollando software, automatización y estudios de ciclos y repetibilidad para el control de calidad.;Sin datos;Empresa consolidada con más de 30 años de historia y una facturación relevante. Ganadora del Premio Nacional de Tecnología 2023 en la categoría de Inteligencia Artificial.;Alto;Híbrido Hardware/Software con especialización en automatización industrial.;TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (75/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 162 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Usa IA (+8) | ✅ I+D público (+5) | ⚠️ Sector industrial (+5);75.0;guipúzcoa
224;DIQUINO SA;grande;4675;Comercio al por mayor de productos químicos;A28558823;50000000;0;0.0;Sin match;1979;Donostia-San Sebastián;6 (eInforma);www.diquinosa.es;Intermediarios del comercio al por mayor de productos químicos industriales.;0-1 técnicos (probablemente externalizado);Sin desarrollo tecnológico propio. Actividad de intermediación comercial.;No identificado públicamente;Sin datos públicos, probablemente privado/familiar;Ninguno;Sin datos;NO. Actividad de intermediación comercial sin componente tecnológico aparente.;Sin datos;Facturación muy elevada (500M€ según datos de partida) y listada en el Top 100.000 de empresas españolas por facturación.;Alto;Perfil puramente comercial, no tecnológico.;DESCARTAR;POSIBLE;🟡 POSIBLE (43/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ⚠️ Sector industrial (+5);43.0;guipúzcoa
225;TORNILLERIA LEMA SA;grande;2594;Fabricación de pernos y productos de tornillería;A20015723;50000000;0;0.0;Sin match;1975;Elgeta;97 (einforma);www.mekgroup.eu;Fabricación de pernos, productos de tornillería y mecanizado de piezas para el sector de automoción.;~5-10 técnicos;Empresa industrial tradicional (mecanizado de precisión, decoletaje) del sector de automoción. La complejidad reside en la maquinaria industrial y procesos de calidad (ISO/IATF), no en software propio o IA.;No identificado públicamente;MEK Group (Integra a ORZA, Valentín Ganchegui y Whitehole Family Office).;Ninguno;Reindus (1.6M€ en 2020).;NO. No hay evidencia pública del uso de IA en sus procesos productivos o de gestión.;Sin datos;Adquirida por MEK Group en 2017, que en ese momento alcanzó una facturación consolidada de 50 millones de euros. Recibió financiación pública para mejorar su planta.;Alto;Hardware / Industrial;PYME;VIABLE;🟢 VIABLE (58/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 97 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Sector industrial (+5);58.0;guipúzcoa
226;METAGRA BERGARA, SA;grande;2594;Fabricación de pernos y productos de tornillería;A20018370;50000000;2;1.0;Exacto (Normalizado);1957;Bergara;106 (eInforma);www.metagra.com;Fabricación de componentes metálicos por estampación en frío para la industria de automoción.;~10-15 técnicos;Empresa industrial (Tier 1 y 2) especializada en estampación en frío, mecanizado y roscado de piezas complejas de acero para automoción. Fuerte componente de I+D en procesos y materiales.;No identificado públicamente;Los trabajadores controlan el 80% del capital (105 socios trabajadores).;Ninguno;Ha recibido ayudas del programa Innobideak del Grupo SPRI para la innovación en la gestión.;SÍ - Utiliza IA en su plataforma de automatización de procesos para mejorar la seguridad contra ciberataques.;No identificado;Facturación superior a 25 millones de euros en 2023 y con una alta carga de trabajo prevista para 2024. Modelo de negocio consolidado con más de 50 años de experiencia.;Alto;Híbrido Hardware/Procesos Industriales;TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (70/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 106 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Usa IA (+8) | ⚠️ Sector industrial (+5);70.0;guipúzcoa
228;MTE-MACHINE TOOL ENGENEERING SA;24.756.934;2841;Fabricación de máquinas herramienta para trabajar el metal;A20499638;24756934;0;0.0;Sin match;1994;Deba;35 (Empresa XXI);www.mtemachine.com;Fabricación de fresadoras de bancada fija y de columna móvil de grandes dimensiones.;~10-15 técnicos;Empresa de ingeniería mecánica tradicional enfocada en la fabricación de maquinaria pesada (fresadoras). La complejidad reside en el hardware y la ingeniería de precisión, no en un stack de software avanzado, IA o IoT.;No identificado públicamente;Empresa familiar, fundada por Miguel Ajubita.;Ninguno;SPRI (Industria Digitala), Lanbide (Programa Lehen Aukera);"NO. No hay evidencia pública del uso de IA en sus productos o procesos; su enfoque es la ingeniería mecánica de alta precisión.";Sin datos;Facturación consolidada superior a 20M€ y con presencia internacional, especialmente en el exigente mercado alemán. Empresa familiar establecida y reconocida en su nicho.;Alto;Híbrido Hardware/Soft (con un claro predominio del hardware y la ingeniería mecánica/electrónica sobre el software puro).;TIBURÓN;POSIBLE;🟡 POSIBLE (49/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 35 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);49.0;guipúzcoa
229;LYNXEO IBERIA SL.;24.714.656;2060;Fabricación de fibras artificiales y sintéticas;B67801092;24714656;0;0.0;Sin match;2021;Hernani;8 (eInforma 2025);www.lynxeogroup.com;Fabricación y venta de hilos y cables de cobre y aluminio para conducciones eléctricas.;~5-10 técnicos;Empresa industrial tradicional (cables) con servicios de valor añadido como gestión de inventario con RFID y reciclaje.;No identificado públicamente;LYNXEO PARTICIPATIONS, SAS (Socio Único);Ninguno;Sin datos;NO (No se detecta el uso de IA en su web o servicios);No identificado públicamente;Facturación entre 15M€ y 30M€. Anteriormente parte del grupo Nexans, ahora una entidad separada. Propiedad de un holding francés.;Alto;Industrial (Hardware);PYME;POSIBLE;🟡 POSIBLE (45/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);45.0;guipúzcoa
230;INDUSTRIAS QUIMICAS IRURENA SA;grande;2030;"Fabricación de pinturas, barnices y revestimientos similares; tintas de imprenta y masillas";A20037370;50000000;0;0.0;Sin match;1990;Azpeitia;78 (eInforma);www.irurenagroup.com;Fabricación de barnices, pinturas, lacas, disolventes y otros productos para el tratamiento de la madera.;~5-10 técnicos;Empresa industrial tradicional del sector químico. Investigan en nuevos materiales y sostenibilidad, pero sin un componente de software o IA visible en su web o noticias.;No identificado públicamente;Empresa familiar;Ninguno;CDTI/Hazitek/SPRI/Otros;SÍ, han aplicado visión artificial para los tintados de la madera, según declaraciones de su director financiero.;HÍBRIDA;Empresa consolidada con ventas significativas y participación en proyectos de I+D financiados públicamente.;Alto;Químico / Industrial;PYME;VIABLE;🟢 VIABLE (69/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 78 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ I+D público (+5);69.0;guipúzcoa
231;MACARBOX SL;24.415.009;2895;Fabricación de maquinaria para la industria del papel y del cartón;B20987806;24415009;2;1.0;Exacto (Normalizado);2008;Arroa-Zestoa;101 (eInforma/Empresite);www.macarbox.com;Diseño y fabricación de maquinaria de alto rendimiento para la conversión de cartón ondulado.;~30 técnicos (30% de la plantilla dedicada a I+D);Hardware/Software: Maquinaria industrial avanzada con impresión digital, corte láser, automatización y posible IoT.;No identificado públicamente;Pertenece al grupo industrial INZU Group.;Ninguno;Sin datos;SÍ, su grupo matriz INZU Group opera en el sector de la inteligencia artificial, sugiriendo acceso y aplicación de esta tecnología.;HÍBRIDA;Facturación de 244.2M€ y pertenencia a un gran grupo industrial tecnológico (INZU Group).;Máximo;Híbrido Hardware/Software (Ingeniería industrial, automatización, software embebido).;TIBURÓN;VIABLE;🟢 VIABLE (68/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 101 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8);68.0;guipúzcoa
233;EASO EDARI BANAKETAK SL;grande;4639;Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco;B20818787;50000000;0;0.0;Sin match;2003;Urnieta;27 (eInforma);www.eazle.com;Distribuidor mayorista de bebidas para el canal HORECA en la región de Donostialdea.;Estimación: 0-2 técnicos (perfil IT);Empresa de distribución tradicional. La tecnología se centra en la logística y operaciones, probablemente con software estándar (ERP/SGA), sin desarrollo propio de envergadura.;No identificado públicamente;Sin datos públicos, probablemente capital privado/familiar.;Ninguno;Sin datos de financiación para I+D (CDTI/Hazitek). Figura en listados generales del Gobierno Vasco.;NO. No hay indicios del uso de IA en sus operaciones o web. Su modelo de negocio es la distribución física de productos.;Sin datos (Probable uso de SaaS para ERP/Ofimática);Empresa consolidada en el sector de la distribución con más de 17 años de experiencia y unas instalaciones de 7.000 m². La facturación indicada de 500M€ parece un error, siendo más realista una cifra acorde a sus 27 empleados.;Alto;Logística y Operaciones;DESCARTAR;POSIBLE;🟡 POSIBLE (47/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 27 empleados (+4) | ✅ CTO identificado (+8) | ✅ I+D público (+5);47.0;guipúzcoa
234;AGUAS DEL AÑARBE-AÑARBEKO URAK SA;grande;3600;Captación, depuración y distribución de agua;A20538039;50000000;0;0.0;Sin match;1995;Donostia / San Sebastián;31 (Web Oficial);www.agasa.eus;Suministro de agua potable y saneamiento y depuración de aguas residuales.;~5-10 técnicos;Gestión de infraestructuras críticas con proyectos de digitalización (PERTE) y modernización de sistemas de control.;No identificado públicamente;Mancomunidad de Aguas del Añarbe (entidad pública);Ninguno;PERTE de digitalización del ciclo del agua (5,03 millones de euros);NO;No identificado públicamente;Empresa pública con presupuesto y cuentas anuales publicadas. Recibe financiación pública para proyectos de digitalización.;Alto;Híbrido (Ingeniería de aguas, automatización, sistemas de información);PYME;POSIBLE;🟡 POSIBLE (49/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 31 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);49.0;guipúzcoa
236;ASTIGARRAGA KIT LINE SL.;23.714.648;3299;Otras industrias manufactureras n.c.o.p.;B75128439;23714648;0;0.0;Sin match;1993;Azpeitia;105 (Empresite 2025);www.astikitline.com;Fabricación y venta de muebles modulares y de ordenación en madera maciza certificada.;~5-10 técnicos;E-commerce B2B/B2C con enfoque en marketing digital y digitalización de procesos industriales.;No identificado públicamente;Empresa familiar (Familia Astigarraga).;Ninguno;Ha recibido ayudas para acciones formativas estratégicas por parte de Lanbide (Gobierno Vasco) en 2025.;NO. No se ha encontrado evidencia pública del uso de inteligencia artificial en sus productos o servicios.;Sin datos;Empresa consolidada con una facturación de 21 millones de euros en 2020, el doble que en 2008, y un 80% de las ventas provenientes de exportaciones.;Alto;Híbrido E-commerce/Digitalización Industrial;PYME;VIABLE;🟢 VIABLE (57/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 105 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);57.0;guipúzcoa
239;FERRETERIA UNCETA SA;grande;4674;Comercio al por mayor de ferretería, fontanería y calefacción;A20020277;50000000;0;0.0;Sin match;1874;Elgoibar;84 (eInforma);www.unceta.es;Suministro industrial de herramientas de calidad, metrología y soluciones de calibración.;~5-10 técnicos;Comercio electrónico B2B con un extenso catálogo (+45.000 referencias) y desarrollo de una plataforma tecnológica propia. Ofrecen soluciones de metrología y calibración que implican software y hardware específico.;No identificado públicamente;Empresa familiar, actualmente dirigida por la quinta generación de la familia fundadora.;Ninguno;Ha recibido financiación del CDTI para el desarrollo de una nueva plataforma tecnológica y ha participado en el programa Hazinnova.;NO. No hay evidencia pública del uso de inteligencia artificial en sus productos o servicios, aunque se menciona 'Machine Learning' en contextos de la industria en general.;Sin datos;Empresa familiar consolidada con más de 150 años de historia y una facturación reportada superior a los 30 millones de euros. Es uno de los líderes en el sector de suministro industrial en España.;Alto;Híbrido Hardware/Software, con un enfoque en la distribución industrial, metrología y el desarrollo de su plataforma de comercio electrónico.;PYME;VIABLE;🟢 VIABLE (63/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 84 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ I+D público (+5) | ⚠️ Sector industrial (+5);63.0;guipúzcoa
241;CARNES IBERICAS DEL NORTE SL.;grande;4632;Comercio al por mayor de carne y productos cárnicos;B20691994;50000000;0;0.0;Sin match;2000;Astigarraga;58 (eInforma);www.dastatzen.com;Comercio al por mayor de carne y productos cárnicos, elaboración de derivados.;~1-5 técnicos;Web corporativa con tienda online (e-commerce). Sin evidencia de desarrollo de software complejo, IA, o tecnología avanzada más allá del comercio electrónico.;No identificado públicamente;La empresa matriz es DASTATZEN GROUP SL. El administrador único es Juan Gorostiaga Iraola.;Ninguno;Ha recibido subvenciones de SPRI (Agencia Vasca de Desarrollo Empresarial) para 'Ciberseguridad Empresarial'.;NO. No hay evidencia en la web ni en noticias del uso de IA en sus operaciones o productos.;No identificado públicamente;Facturación entre 15 y 30 millones de euros. Pertenece a un grupo empresarial (Dastatzen Group) que adquirió Grupo Embajadores con el objetivo de alcanzar los 100 millones de euros de facturación.;Alto;Tradicional (Industria Cárnica);DESCARTAR;POSIBLE;🟡 POSIBLE (40/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 58 empleados (+8) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4) | ❌ Sector bajo salario (-10);40.0;guipúzcoa
242;VIVEROS SAN ANTON SA;grande;4638;Comercio al por mayor de pescados y mariscos y otros productos alimenticios;A20084869;50000000;2;1.0;Exacto (Normalizado);1983;Getaria;45 (eInforma);www.mariscogourmet.com;Explotación de cetárea de mariscos, depuradora de moluscos y comercio al por mayor de pescado y marisco.;~0-1 técnicos;Presencia online a través de un e-commerce (MariscoGourmet), sin evidencia de desarrollo de software propio, IA u otra tecnología compleja.;No identificado públicamente;INVERSIONES MENDIKAIN SL figura como Socio Único. El consejo de administración incluye a miembros de la familia Mendia y a Fermín del Río Sanz de Acedo.;Ninguno;Ha recibido apoyo a través de un préstamo del COSME LGF del Fondo Europeo de Inversiones.;NO. No hay indicios del uso de inteligencia artificial en sus operaciones o productos.;No identificado públicamente;Empresa consolidada en su sector con décadas de trayectoria. La facturación reportada en registros mercantiles es significativamente inferior a la indicada en el prompt.;Bajo;No tecnológico;DESCARTAR;DUDOSO;🟡 DUDOSO (32/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 45 empleados (+4) | ✅ CTO identificado (+8) | ❌ Sector bajo salario (-10);32.0;guipúzcoa
243;IGARTZA SL;grande;4638;Comercio al por mayor de pescados y mariscos y otros productos alimenticios;B20731196;50000000;0;0.0;Sin match;2001;Oiartzun;56 (Web Oficial);www.igartzafoodservice.com;Distribución de productos de alimentación y bebidas para hostelería en el País Vasco y Navarra.;~0-2 técnicos;Empresa de distribución (food service) sin desarrollo de software propio aparente. Su tecnología se centra en la logística y distribución.;No identificado públicamente;Grupo Bidfood (multinacional);Ninguno;Sin datos;NO;Sin datos;Adquirida por la multinacional Bidfood. Facturación superior a 15M€ en 2019. Fuerte respaldo financiero.;Máximo;No tecnológico. Perfiles centrados en logística, ventas y gestión de producto.;DESCARTAR;POSIBLE;🟡 POSIBLE (36/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 56 empleados (+8) | ✅ CTO identificado (+8) | ❌ Sector bajo salario (-10);36.0;guipúzcoa
244;IPAR OIL BI SL.;grande;4612;Intermediarios del comercio de combustibles, minerales, metales y productos químicos industriales;B75049940;50000000;0;0.0;Sin match;2011;Urnieta;7 (eInforma);www.iparoil.com;Empresa vasca dedicada a la distribución de gasóleos A, B y C.;~1-2 técnicos;Presencia web estándar para un negocio tradicional de distribución de combustible. Sin desarrollo de software propio aparente.;No identificado públicamente;Administrador único: FLORES DE TORO MARIA DOLORES. No se detallan más accionistas.;Ninguno;Ayuda para instalación fotovoltaica (NextGenerationEU).;NO. No hay indicios de uso de IA en su web ni en las noticias encontradas.;ON-PREMISE;Empresa consolidada en un sector tradicional. El volumen de ventas no está públicamente detallado pero se clasifica en el TOP 100.000 de empresas españolas por facturación.;Alto;Logística y operaciones;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
245;VINOS ARZAC SA;grande;4639;Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco;A20075354;50000000;0;0.0;Sin match;1981;Irún, Gipuzkoa;16 (eInforma);www.vinosarzak.es;Comercio al por mayor y distribución de vinos, licores y productos de alimentación.;0-1 técnicos (gestión ERP);Empresa de distribución tradicional. Su tecnología principal parece ser un software ERP para la gestión empresarial.;No identificado públicamente;Empresa familiar. Administradora Única: Ana Arzac Retegui.;Ninguno;Ha recibido ayudas del Gobierno Vasco (23.302,46€ en 2021) y de Red.es.;NO. No hay indicios del uso de IA en sus operaciones o web.;Sin datos (posiblemente ON-PREMISE a través de su ERP);Facturación reportada entre 6 y 30 millones de euros. Empresa consolidada con más de 40 años de actividad.;Alto;No es una empresa tecnológica. Perfiles principalmente de logística, ventas y administración.;DESCARTAR;DUDOSO;🟡 DUDOSO (28/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ❌ Sector bajo salario (-10);28.0;guipúzcoa
246;BOST MACHINE TOOLS COMPANY SLU;22.150.622;2849;Fabricación de otras máquinas herramienta;B75069831;22150622;3;1.0;Exacto (Normalizado);2012;Asteasu;66 (eInforma);www.bost.es;Fabricación de tornos verticales premium y soluciones de máquina herramienta a medida de alta complejidad.;~25-35 técnicos;Hardware/Software industrial (Industria 4.0), automatización y soluciones de mecanizado de alta precisión y complejidad.;No identificado públicamente;Bost Trading Company, S.L. (Empresa matriz);Ninguno;Ha recibido ayudas del programa Hazitek del Gobierno Vasco y del Grupo SPRI.;"NO. No hay evidencia pública del uso de IA en sus productos o procesos, más allá de la automatización avanzada y la ""fabricación inteligente"" en el marco de la Industria 4.0.";ON-PREMISE/HÍBRIDA;Facturación de 221.5M€, lo que indica una alta capacidad financiera y estabilidad.;Máximo;Híbrido Hardware/Software con un fuerte enfoque en ingeniería mecánica, automatización y control industrial.;TIBURÓN;VIABLE;🟢 VIABLE (61/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 66 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ I+D público (+5);61.0;guipúzcoa
248;ORONA HOLDING SA;grande;6420;Actividades de las sociedades holding;A20839346;50000000;0;0.0;Sin match;2004;Hernani, Gipuzkoa;6111 (Grupo Orona, 2023);www.orona.es;Sociedad holding del grupo Orona, dedicado al diseño, fabricación y mantenimiento de ascensores.;~200-300 técnicos (Grupo);Híbrido Hardware/Software. Fabricación de sistemas de elevación con un fuerte componente de I+D y soluciones digitales (IoT).;No identificado públicamente;ORONA S.COOP;Ninguno;Sin datos;NO (No se evidencia públicamente el uso de IA en sus productos o servicios);HÍBRIDA;El grupo Orona superó los 1.000 millones de euros en ventas en 2023, con un EBITDA de 143 millones.;Máximo;Híbrido Hardware/Software;TIBURÓN;VIABLE;🟢 VIABLE (63/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 6111 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3);63.0;guipúzcoa
250;XENON COMPUTER SL;grande;4651;Comercio al por mayor de ordenadores, equipos periféricos y programas informáticos;B20707378;50000000;0;0.0;Sin match;2000;Astigarraga;45 (eInforma/Empresite);www.xenon.es;Partner tecnológico (Hardware, Cloud y Servicios) especializado en el sector educativo.;~20-25 técnicos;Integrador de soluciones tecnológicas (Google, Microsoft, Acer) para educación, incluyendo consultoría Cloud y soporte.;No identificado públicamente;Administrador Único: FERNANDES CASTRO OSCAR DANIEL (Sociedad Limitada Unipersonal).;Ninguno;NextGenerationEU;SÍ. Ofrecen formación en IA para el entorno educativo, probablemente integrando soluciones de terceros como Google AI.;HÍBRIDA;"Empresa mediana con ventas entre 6 y 30 millones de euros; reconocida como empresa CEPYME 500 por su crecimiento.";Alto;Híbrido Hardware/Soporte/Servicios Cloud;PYME;MUY VIABLE;🟢 MUY VIABLE (70/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 45 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ Sector tech premium (+10);70.0;guipúzcoa
253;SUCESORES DE URBISTONDO SL;grande;5510;Hoteles y alojamientos similares;B20673059;50000000;0;0.0;Sin match;1999;Donostia / San Sebastián;82 (einforma);www.hlondres.com;Explotación hotelera, gestionando el Hotel de Londres y de Inglaterra en San Sebastián.;0-1 técnicos;Baja. Web corporativa para reservas. Utilizan software de gestión hotelera estándar (ERP Microsoft Dynamics NAV).;No identificado públicamente;CORPORACION ZUBIETA SL;Ninguno;Sin datos;NO. No se ha identificado el uso de IA en sus operaciones.;HÍBRIDA;Empresa hotelera consolidada con ingresos reportados de entre 6 y 30 millones de euros.;Alto;No tecnológico. Enfocados en el sector de la hostelería de lujo.;DESCARTAR;POSIBLE;🟡 POSIBLE (49/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 82 empleados (+8) | ✅ CTO identificado (+8) | ⚠️ Cloud híbrido (+3);49.0;guipúzcoa
254;TXOGITXU SL;grande;4632;Comercio al por mayor de carne y productos cárnicos;B20558805;50000000;0;0.0;Sin match;1996;Donostia/San Sebastián;25 (eInforma);www.txogitxu.com;Comercio al por mayor de carne de vacuno mayor de alta calidad.;~1-3 técnicos;ERP a medida para gestión de despiece y trazabilidad, con integraciones B2B y eCommerce.;No identificado públicamente;Imanol Jaca y José Vidal son los fundadores. No se identifican otros accionistas.;Ninguno;Hazitek/SPRI (Gobierno Vasco) para implementación de utilidades en entorno B2B (46.000€ en 2023).;NO. No hay evidencia pública del uso de IA en sus operaciones o productos.;HÍBRIDA;Facturación declarada entre 6 y 30 millones de euros. Financiación pública recurrente para proyectos tecnológicos.;Alto;Gestión de sistemas ERP y eCommerce, externalizando el desarrollo de software a medida.;PYME;POSIBLE;🟡 POSIBLE (40/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 25 empleados (+4) | ✅ CTO identificado (+8) | ⚠️ Cloud híbrido (+3) | ✅ I+D público (+5) | ❌ Sector bajo salario (-10);40.0;guipúzcoa
255;INDUSTRIAS BETIK SA;grande;4690;Comercio al por mayor no especializado;A20065934;50000000;1;0.93;Fuzzy Match (INDUSTRIAS BIK);1980;Oñati;25 (einforma);www.betik.es;Fabricante y distribuidor mayorista de productos sostenibles para hostelería, alimentación y sanidad.;~1-3 técnicos;Web corporativa con catálogo de productos (e-commerce no transaccional). No se evidencia uso de IA, IoT o software complejo.;No identificado públicamente;Empresa familiar (SA). No se identifica un grupo empresarial.;Ninguno;SPRI (Zabaldu);NO. No se ha encontrado evidencia del uso de inteligencia artificial en sus productos o servicios.;ON-PREMISE/HÍBRIDA;Facturación estimada entre 6 y 30 millones de euros. Recibe financiación pública del programa Zabaldu.;Alto;Empresa industrial tradicional con enfoque en la sostenibilidad de sus productos.;PYME;POSIBLE;🟡 POSIBLE (35/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 25 empleados (+4) | ✅ CTO identificado (+8) | ⚠️ Cloud híbrido (+3) | ❌ Sector bajo salario (-10);35.0;guipúzcoa
256;EGASCA SA;grande;4662;Comercio al por mayor de máquinas herramienta;A20025144;50000000;0;0.0;Sin match;1952;Eibar;20 (Empresite 2025);www.egasca.com;Distribuidor de máquina-herramienta de alta precisión y soluciones de mecanizado para la industria.;~5-10 técnicos;Integración de maquinaria CNC avanzada (tornos y centros de mecanizado) y proyectos de automatización industrial.;No identificado públicamente;Los datos del BORME sugieren una propiedad mayoritaria o total por parte de la multinacional japonesa Citizen Machinery.;Ninguno;Sin datos;NO. Su tecnología se centra en la automatización y el control numérico de maquinaria, sin menciones a la IA.;ON-PREMISE;Empresa consolidada con más de 70 años de historia y perteneciente al grupo multinacional Citizen.;Máximo;Híbrido Hardware/Software (Ingeniería industrial, automatización, robótica);TIBURÓN;POSIBLE;🟡 POSIBLE (45/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);45.0;guipúzcoa
257;GURUTZPE TURNING SOLUTIONS SL.;grande;2841;Fabricación de máquinas herramienta para trabajar el metal;B75077990;50000000;0;0.0;Sin match;2012;Itziar-Deba, Gipuzkoa;~67 (Empresite, proyección 2025);www.gurutzpe.com;Fabricante de tornos horizontales CNC de grandes dimensiones y soluciones de torneado multitarea.;~15-25 técnicos;Hardware/Software. Fabrican maquinaria pesada (tornos CNC) con soluciones de Industria 4.0, incluyendo digital twins, mantenimiento predictivo y control adaptativo. Colaboran en proyectos de I+D con centros tecnológicos.;No identificado públicamente;Kutxa Fundazioa (a través de la adquisición de INZU Group).;Ninguno;Ha recibido ayudas de SPRI (Industria Digitala) y Hazitek.;SÍ. Desarrollan gemelos digitales y modelos predictivos para el mantenimiento de su maquinaria, lo que implica el uso de técnicas de IA y análisis de datos.;No identificado públicamente (probablemente Híbrida/On-Premise por la naturaleza industrial);Facturación superior a 20M€ con crecimiento significativo. Parte de INZU Group, adquirido por la fundación bancaria Kutxa Fundazioa, lo que le proporciona una gran estabilidad financiera.;Máximo;Híbrido Hardware/Software (Ingenieros mecánicos, de automatización, software para control industrial, IoT y análisis de datos).;TIBURÓN;VIABLE;🟢 VIABLE (69/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 67 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ I+D público (+5);69.0;guipúzcoa
258;SINORCELL SL;grande;4676;Comercio al por mayor de otros productos semielaborados;B20605572;50000000;0;0.0;Sin match;1997;Irún;35 (einforma/Empresite);www.sinorcell.com;Comercio al por mayor de cartoncillo estucado para packaging, con servicios de corte.;~1-2 técnicos de maquinaria;Empresa industrial. Su tecnología principal es maquinaria de corte y rebobinado de papel/cartón (Pasaban).;No identificado públicamente;Jon Olalla Icuza figura como Administrador Único y Socio Único.;Ninguno;Sin datos;"NO. No hay evidencia de uso de IA en sus procesos o productos; su enfoque es la manipulación industrial de cartón.";No identificada;Empresa consolidada con una facturación declarada entre 6 y 30 millones de euros.;Alto;Industrial/Hardware;DESCARTAR;DUDOSO;🟡 DUDOSO (32/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 35 empleados (+4) | ✅ CTO identificado (+8) | ❌ Sector bajo salario (-10);32.0;guipúzcoa
